14585A Exported Waveform
Samplerate:0.00100352
Time,Active Instrument A Channel 1 Current Avg
0,0
0.00100352,0
0.00200704,0
0.00301056,0
0.00401408,0
0.0050176,0
0.00602112,0
0.00702464,0
0.00802816,0
0.00903168,0
0.0100352,0
0.01103872,0
0.01204224,0
0.01304576,0
0.01404928,0
0.0150528,0
0.01605632,0
0.01705984,0
0.01806336,0
0.01906688,0
0.0200704,0
0.02107392,0
0.02207744,0
0.02308096,0
0.02408448,0
0.025088,0
0.02609152,0
0.02709504,0
0.02809856,0
0.02910208,0
0.0301056,0
0.03110912,0
0.03211264,0
0.03311616,0
0.03411968,0
0.0351232,0
0.03612672,0
0.03713024,0
0.03813376,0
0.03913728,0
0.0401408,0
0.04114432,0
0.04214784,0
0.04315136,0
0.04415488,0
0.0451584,0
0.04616192,0
0.04716544,0
0.04816896,0
0.04917248,0
0.050176,0
0.05117952,0
0.05218304,0
0.05318656,0
0.05419008,0
0.0551936,0
0.05619712,0
0.05720064,0
0.05820416,0
0.05920768,0
0.0602112,0
0.06121472,0
0.06221824,0
0.06322176,0
0.06422528,0
0.0652288,0
0.06623232,0
0.06723584,0
0.06823936,0
0.06924288,0
0.0702464,0
0.07124992,0
0.07225344,0
0.07325696,0
0.07426048,0
0.075264,0
0.07626752,0
0.07727104,0
0.07827456,0
0.07927808,0
0.0802816,0
0.08128512,0
0.08228864,0
0.08329216,0
0.08429568,0
0.0852992,0
0.08630272,0
0.08730624,0
0.08830976,0
0.08931328,0
0.0903168,0
0.09132032,0
0.09232384,0
0.09332736,0
0.09433088,0
0.0953344,0
0.09633792,0
0.09734144,0
0.09834496,0
0.09934848,0
0.100352,0
0.10135552,0
0.10235904,0
0.10336256,0
0.10436608,0
0.1053696,0
0.10637312,0
0.10737664,0
0.10838016,0
0.10938368,0
0.1103872,0
0.11139072,0
0.11239424,0
0.11339776,0
0.11440128,0
0.1154048,0
0.11640832,0
0.11741184,0
0.11841536,0
0.11941888,0
0.1204224,0
0.12142592,0
0.12242944,0
0.12343296,0
0.12443648,0
0.12544,0
0.12644352,0
0.12744704,0
0.12845056,0
0.12945408,0
0.1304576,0
0.13146112,0
0.13246464,0
0.13346816,0
0.13447168,0
0.1354752,0
0.13647872,0
0.13748224,0
0.13848576,0
0.13948928,0
0.1404928,0
0.14149632,0
0.14249984,0
0.14350336,0
0.14450688,0
0.1455104,0
0.14651392,0
0.14751744,0
0.14852096,0
0.14952448,0
0.150528,0
0.15153152,0
0.15253504,0
0.15353856,0
0.15454208,0
0.1555456,0
0.15654912,0
0.15755264,0
0.15855616,0
0.15955968,0
0.1605632,0
0.16156672,0
0.16257024,0
0.16357376,0
0.16457728,0
0.1655808,0
0.16658432,0
0.16758784,0
0.16859136,0
0.16959488,0
0.1705984,0
0.17160192,0
0.17260544,0
0.17360896,0
0.17461248,0
0.175616,0
0.17661952,0
0.17762304,0
0.17862656,0
0.17963008,0
0.1806336,0
0.18163712,0
0.18264064,0
0.18364416,0
0.18464768,0
0.1856512,0
0.18665472,0
0.18765824,0
0.18866176,0
0.18966528,0
0.1906688,0
0.19167232,0
0.19267584,0
0.19367936,0
0.19468288,0
0.1956864,0
0.19668992,0
0.19769344,0
0.19869696,0
0.19970048,0
0.200704,0
0.20170752,0
0.20271104,0
0.20371456,0
0.20471808,0
0.2057216,0
0.20672512,0
0.20772864,0
0.20873216,0
0.20973568,0
0.2107392,0
0.21174272,0
0.21274624,0
0.21374976,0
0.21475328,0
0.2157568,0
0.21676032,0
0.21776384,0
0.21876736,0
0.21977088,0
0.2207744,0
0.22177792,0
0.22278144,0
0.22378496,0
0.22478848,0
0.225792,0
0.22679552,0
0.22779904,0
0.22880256,0
0.22980608,0
0.2308096,0
0.23181312,0
0.23281664,0
0.23382016,0
0.23482368,0
0.2358272,0
0.23683072,0
0.23783424,0
0.23883776,0
0.23984128,0
0.2408448,0
0.24184832,0
0.24285184,0
0.24385536,0
0.24485888,0
0.2458624,0
0.24686592,0
0.24786944,0
0.24887296,0
0.24987648,0
0.25088,0
0.25188352,0
0.25288704,0
0.25389056,0
0.25489408,0
0.2558976,0
0.25690112,0
0.25790464,0
0.25890816,0
0.25991168,0
0.2609152,0
0.26191872,0
0.26292224,0
0.26392576,0
0.26492928,0
0.2659328,0
0.26693632,0
0.26793984,0
0.26894336,0
0.26994688,0
0.2709504,0
0.27195392,0
0.27295744,0
0.27396096,0
0.27496448,0
0.275968,0
0.27697152,0
0.27797504,0
0.27897856,0
0.27998208,0
0.2809856,0
0.28198912,0
0.28299264,0
0.28399616,0
0.28499968,0
0.2860032,0
0.28700672,0
0.28801024,0
0.28901376,0
0.29001728,0
0.2910208,0
0.29202432,0
0.29302784,0
0.29403136,0
0.29503488,0
0.2960384,0
0.29704192,0
0.29804544,0
0.29904896,0
0.30005248,0
0.301056,0
0.30205952,0
0.30306304,0
0.30406656,0
0.30507008,0
0.3060736,0
0.30707712,0
0.30808064,0
0.30908416,0
0.31008768,0
0.3110912,0
0.31209472,0
0.31309824,0
0.31410176,0
0.31510528,0
0.3161088,0
0.31711232,0
0.31811584,0
0.31911936,0
0.32012288,0
0.3211264,0
0.32212992,0
0.32313344,0
0.32413696,0
0.32514048,0
0.326144,0
0.32714752,0
0.32815104,0
0.32915456,0
0.33015808,0
0.3311616,0
0.33216512,0
0.33316864,0
0.33417216,0
0.33517568,0
0.3361792,0
0.33718272,0
0.33818624,0
0.33918976,0
0.34019328,0
0.3411968,0
0.34220032,0
0.34320384,0
0.34420736,0
0.34521088,0
0.3462144,0
0.34721792,0
0.34822144,0
0.34922496,0
0.35022848,0
0.351232,0
0.35223552,0
0.35323904,0
0.35424256,0
0.35524608,0
0.3562496,0
0.35725312,0
0.35825664,0
0.35926016,0
0.36026368,0
0.3612672,0
0.36227072,0
0.36327424,0
0.36427776,0
0.36528128,0
0.3662848,0
0.36728832,0
0.36829184,0
0.36929536,0
0.37029888,0
0.3713024,0
0.37230592,0
0.37330944,0
0.37431296,0
0.37531648,0
0.37632,0
0.37732352,0
0.37832704,0
0.37933056,0
0.38033408,0
0.3813376,0
0.38234112,0
0.38334464,0
0.38434816,0
0.38535168,0
0.3863552,0
0.38735872,0
0.38836224,0
0.38936576,0
0.39036928,0
0.3913728,0
0.39237632,0
0.39337984,0
0.39438336,0
0.39538688,0
0.3963904,0
0.39739392,0
0.39839744,0
0.39940096,0
0.40040448,0
0.401408,0
0.40241152,0
0.40341504,0
0.40441856,0
0.40542208,0
0.4064256,0
0.40742912,0
0.40843264,0
0.40943616,0
0.41043968,0
0.4114432,0
0.41244672,0
0.41345024,0
0.41445376,0
0.41545728,0
0.4164608,0
0.41746432,0
0.41846784,0
0.41947136,0
0.42047488,0
0.4214784,0
0.42248192,0
0.42348544,0
0.42448896,0
0.42549248,0
0.426496,0
0.42749952,0
0.42850304,0
0.42950656,0
0.43051008,0
0.4315136,0
0.43251712,0
0.43352064,0
0.43452416,0
0.43552768,0
0.4365312,0
0.43753472,0
0.43853824,0
0.43954176,0
0.44054528,0
0.4415488,0
0.44255232,0
0.44355584,0
0.44455936,0
0.44556288,0
0.4465664,0
0.44756992,0
0.44857344,0
0.44957696,0
0.45058048,0
0.451584,0
0.45258752,0
0.45359104,0
0.45459456,0
0.45559808,0
0.4566016,0
0.45760512,0
0.45860864,0
0.45961216,0
0.46061568,0
0.4616192,0
0.46262272,0
0.46362624,0
0.46462976,0
0.46563328,0
0.4666368,0
0.46764032,0
0.46864384,0
0.46964736,0
0.47065088,0
0.4716544,0
0.47265792,0
0.47366144,0
0.47466496,0
0.47566848,0
0.476672,0
0.47767552,0
0.47867904,0
0.47968256,0
0.48068608,0
0.4816896,0
0.48269312,0
0.48369664,0
0.48470016,0
0.48570368,0
0.4867072,0
0.48771072,0
0.48871424,0
0.48971776,0
0.49072128,0
0.4917248,0
0.49272832,0
0.49373184,0
0.49473536,0
0.49573888,0
0.4967424,0
0.49774592,0
0.49874944,0
0.49975296,0
0.50075648,0
0.50176,0
0.50276352,0
0.50376704,0
0.50477056,0
0.50577408,0
0.5067776,0
0.50778112,0
0.50878464,0
0.50978816,0
0.51079168,0
0.5117952,0
0.51279872,0
0.51380224,0
0.51480576,0
0.51580928,0
0.5168128,0
0.51781632,0
0.51881984,0
0.51982336,0
0.52082688,0
0.5218304,0
0.52283392,0
0.52383744,0
0.52484096,0
0.52584448,0
0.526848,0
0.52785152,0
0.52885504,0
0.52985856,0
0.53086208,0
0.5318656,0
0.53286912,0
0.53387264,0
0.53487616,0
0.53587968,0
0.5368832,0
0.53788672,0
0.53889024,0
0.53989376,0
0.54089728,0
0.5419008,0
0.54290432,0
0.54390784,0
0.54491136,0
0.54591488,0
0.5469184,0
0.54792192,0
0.54892544,0
0.54992896,0
0.55093248,0
0.551936,0
0.55293952,0
0.55394304,0
0.55494656,0
0.55595008,0
0.5569536,0
0.55795712,0
0.55896064,0
0.55996416,0
0.56096768,0
0.5619712,0
0.56297472,0
0.56397824,0
0.56498176,0
0.56598528,0
0.5669888,0
0.56799232,0
0.56899584,0
0.56999936,0
0.57100288,0
0.5720064,0
0.57300992,0
0.57401344,0
0.57501696,0
0.57602048,0
0.577024,0
0.57802752,0
0.57903104,0
0.58003456,0
0.58103808,0
0.5820416,0
0.58304512,0
0.58404864,0
0.58505216,0
0.58605568,0
0.5870592,0
0.58806272,0
0.58906624,0
0.59006976,0
0.59107328,0
0.5920768,0
0.59308032,0
0.59408384,0
0.59508736,0
0.59609088,0
0.5970944,0
0.59809792,0
0.59910144,0
0.60010496,0
0.60110848,0
0.602112,0
0.60311552,0
0.60411904,0
0.60512256,0
0.60612608,0
0.6071296,0
0.60813312,0
0.60913664,0
0.61014016,0
0.61114368,0
0.6121472,0
0.61315072,0
0.61415424,0
0.61515776,0
0.61616128,0
0.6171648,0
0.61816832,0
0.61917184,0
0.62017536,0
0.62117888,0
0.6221824,0
0.62318592,0
0.62418944,0
0.62519296,0
0.62619648,0
0.6272,0
0.62820352,0
0.62920704,0
0.63021056,0
0.63121408,0
0.6322176,0
0.63322112,0
0.63422464,0
0.63522816,0
0.63623168,0
0.6372352,0
0.63823872,0
0.63924224,0
0.64024576,0
0.64124928,0
0.6422528,0
0.64325632,0
0.64425984,0
0.64526336,0
0.64626688,0
0.6472704,0
0.64827392,0
0.64927744,0
0.65028096,0
0.65128448,0
0.652288,0
0.65329152,0
0.65429504,0
0.65529856,0
0.65630208,0
0.6573056,0
0.65830912,0
0.65931264,0
0.66031616,0
0.66131968,0
0.6623232,0
0.66332672,0
0.66433024,0
0.66533376,0
0.66633728,0
0.6673408,0
0.66834432,0
0.66934784,0
0.67035136,0
0.67135488,0
0.6723584,0
0.67336192,0
0.67436544,0
0.67536896,0
0.67637248,0
0.677376,0
0.67837952,0
0.67938304,0
0.68038656,0
0.68139008,0
0.6823936,0
0.68339712,0
0.68440064,0
0.68540416,0
0.68640768,0
0.6874112,0
0.68841472,0
0.68941824,0
0.69042176,0
0.69142528,0
0.6924288,0
0.69343232,0
0.69443584,0
0.69543936,0
0.69644288,0
0.6974464,0
0.69844992,0
0.69945344,0
0.70045696,0
0.70146048,0
0.702464,0
0.70346752,0
0.70447104,0
0.70547456,0
0.70647808,0
0.7074816,0
0.70848512,0
0.70948864,0
0.71049216,0
0.71149568,0
0.7124992,0
0.71350272,0
0.71450624,0
0.71550976,0
0.71651328,0
0.7175168,0
0.71852032,0
0.71952384,0
0.72052736,0
0.72153088,0
0.7225344,0
0.72353792,0
0.72454144,0
0.72554496,0
0.72654848,0
0.727552,0
0.72855552,0
0.72955904,0
0.73056256,0
0.73156608,0
0.7325696,0
0.73357312,0
0.73457664,0
0.73558016,0
0.73658368,0
0.7375872,0
0.73859072,0
0.73959424,0
0.74059776,0
0.74160128,0
0.7426048,0
0.74360832,0
0.74461184,0
0.74561536,0
0.74661888,0
0.7476224,0
0.74862592,0
0.74962944,0
0.75063296,0
0.75163648,0
0.75264,0
0.75364352,0
0.75464704,0
0.75565056,0
0.75665408,0
0.7576576,0
0.75866112,0
0.75966464,0
0.76066816,0
0.76167168,0
0.7626752,0
0.76367872,0
0.76468224,0
0.76568576,0
0.76668928,0
0.7676928,0
0.76869632,0
0.76969984,0
0.77070336,0
0.77170688,0
0.7727104,0
0.77371392,0
0.77471744,0
0.77572096,0
0.77672448,0
0.777728,0
0.77873152,0
0.77973504,0
0.78073856,0
0.78174208,0
0.7827456,0
0.78374912,0
0.78475264,0
0.78575616,0
0.78675968,0
0.7877632,0
0.78876672,0
0.78977024,0
0.79077376,0
0.79177728,0
0.7927808,0
0.79378432,0
0.79478784,0
0.79579136,0
0.79679488,0
0.7977984,0
0.79880192,0
0.79980544,0
0.80080896,0
0.80181248,0
0.802816,0
0.80381952,0
0.80482304,0
0.80582656,0
0.80683008,0
0.8078336,0
0.80883712,0
0.80984064,0
0.81084416,0
0.81184768,0
0.8128512,0
0.81385472,0
0.81485824,0
0.81586176,0
0.81686528,0
0.8178688,0
0.81887232,0
0.81987584,0
0.82087936,0
0.82188288,0
0.8228864,0
0.82388992,0
0.82489344,0
0.82589696,0
0.82690048,0
0.827904,0
0.82890752,0
0.82991104,0
0.83091456,0
0.83191808,0
0.8329216,0
0.83392512,0
0.83492864,0
0.83593216,0
0.83693568,0
0.8379392,0
0.83894272,0
0.83994624,0
0.84094976,0
0.84195328,0
0.8429568,-6.34617754258215E-05
0.84396032,0.188324749469757
0.84496384,0.315057516098022
0.84596736,0.189809218049049
0.84697088,0.0716885179281235
0.8479744,0.033342607319355
0.84897792,0.0315027870237827
0.84998144,0.0375631153583527
0.85098496,0.0487689077854156
0.85198848,0.0483037531375885
0.852992,0.047967117279768
0.85399552,0.0476957485079765
0.85499904,0.0474571213126183
0.85600256,0.0472645871341228
0.85700608,0.0471109375357628
0.8580096,0.0469845458865166
0.85901312,0.0469077937304974
0.86001664,0.046846978366375
0.86102016,0.0468296483159065
0.86202368,0.0468377470970154
0.8630272,0.0468721501529217
