14585A Exported Waveform
Samplerate:0.00100352
Time,Active Instrument A Channel 1 Voltage Avg
0.86503424,10.0000133514404
0.86603776,10.0000219345093
0.86704128,9.99998474121094
0.8680448,10.000036239624
0.86904832,10.000039100647
0.87005184,10.0000829696655
0.87105536,10.0001344680786
0.87205888,10.0001754760742
0.8730624,9.9999885559082
0.87406592,9.99996662139893
0.87506944,10.0002555847168
0.87607296,9.99994659423828
0.87707648,10.0000305175781
0.87808,9.99991989135742
0.87908352,9.99997043609619
0.88008704,10.0002126693726
0.88109056,10.0001029968262
0.88209408,10.0000066757202
0.8830976,9.99996185302734
0.88410112,10.0000019073486
0.88510464,9.99997711181641
0.88610816,10.0000152587891
0.88711168,9.99996376037598
0.8881152,10.0000457763672
0.88911872,10.0000228881836
0.89012224,10.0000076293945
0.89112576,10.0001621246338
0.89212928,10.0000238418579
0.8931328,9.99997901916504
0.89413632,10.0001173019409
0.89513984,10.0000982284546
0.89614336,9.99993419647217
0.89714688,9.9999532699585
0.8981504,10.0000619888306
0.89915392,10.0001592636108
0.90015744,10.0000600814819
0.90116096,10.0002088546753
0.90216448,9.99989604949951
0.903168,9.99993228912354
0.90417152,10.0000982284546
0.90517504,10.0000801086426
0.90617856,9.99996662139893
0.90718208,9.9999828338623
0.9081856,10.0000114440918
0.90918912,9.99996471405029
0.91019264,9.99991512298584
0.91119616,10.0001029968262
0.91219968,10.0001916885376
0.9132032,9.99998378753662
0.91420672,10.0001049041748
0.91521024,10.0000734329224
0.91621376,9.99990177154541
0.91721728,10.0000553131104
0.9182208,9.99989604949951
0.91922432,9.99974632263184
0.92022784,9.99992179870605
0.92123136,9.99995231628418
0.92223488,10.0000114440918
0.9232384,9.99993801116943
0.92424192,9.9999885559082
0.92524544,10.0000848770142
0.92624896,9.9997730255127
0.92725248,9.9998893737793
0.928256,9.99987697601318
0.92925952,9.99987888336182
0.93026304,9.99988842010498
0.93126656,9.99989986419678
0.93227008,10.0000333786011
0.9332736,9.99975872039795
0.93427712,9.99996280670166
0.93528064,9.99990367889404
0.93628416,9.9998893737793
0.93728768,9.9998607635498
0.9382912,9.99990653991699
0.93929472,9.99993228912354
0.94029824,10
0.94130176,9.99997615814209
0.94230528,9.99999523162842
0.9433088,9.99973487854004
0.94431232,10.0000238418579
0.94531584,9.99983501434326
0.94631936,9.99995803833008
0.94732288,9.99995136260986
0.9483264,9.99992656707764
0.94932992,10.0000562667847
0.95033344,9.99999523162842
0.95133696,9.99993419647217
0.95234048,9.99996852874756
0.953344,9.99982452392578
0.95434752,9.99996471405029
0.95535104,9.99993801116943
0.95635456,9.99991130828857
0.95735808,9.99990177154541
0.9583616,10.0000114440918
0.95936512,9.99997711181641
0.96036864,9.99979591369629
0.96137216,9.99990463256836
0.96237568,9.99997043609619
0.9633792,9.99987030029297
0.96438272,9.99990940093994
0.96538624,9.99997901916504
0.96638976,9.99981784820557
0.96739328,9.99993515014648
0.9683968,9.99995517730713
0.96940032,9.99978160858154
0.97040384,9.9997730255127
0.97140736,9.99982643127441
0.97241088,9.99999618530273
0.9734144,9.99997615814209
0.97441792,9.99997329711914
0.97542144,10.0000133514404
0.97642496,10.0000848770142
0.97742848,10.000020980835
0.978432,10.0000638961792
0.97943552,9.99994659423828
0.98043904,9.9998893737793
0.98144256,10.0000343322754
0.98244608,10.000129699707
0.9834496,10.0000324249268
0.98445312,9.99994373321533
0.98545664,10.0000448226929
0.98646016,10.0000171661377
0.98746368,9.99999618530273
0.9884672,9.99992942810059
0.98947072,9.99986171722412
0.99047424,10.0000114440918
0.99147776,9.99994564056396
0.99248128,9.99975299835205
0.9934848,9.9998893737793
0.99448832,9.99994087219238
0.99549184,10.0000734329224
0.99649536,9.99988174438477
0.99749888,9.99997329711914
0.9985024,10.0000295639038
0.99950592,9.99996376037598
1.00050944,9.99994468688965
1.00151296,10.0000772476196
1.00251648,9.9999361038208
1.00352,10.0000295639038
1.00452352,10.0000133514404
1.00552704,10.0000228881836
1.00653056,9.99993228912354
1.00753408,9.99991512298584
1.0085376,10.0000228881836
1.00954112,10.0000276565552
1.01054464,9.99994373321533
1.01154816,9.9999303817749
1.01255168,9.99996280670166
1.0135552,9.99988746643066
1.01455872,10.0000152587891
1.01556224,9.99992942810059
1.01656576,9.99990177154541
1.01756928,9.99987697601318
1.0185728,10.0000658035278
1.01957632,9.99991512298584
1.02057984,9.9997501373291
1.02158336,9.9998025894165
1.02258688,9.99992752075195
1.0235904,10.0000677108765
1.02459392,9.99982643127441
1.02559744,10.0000324249268
1.02660096,9.99999332427979
1.02760448,9.99982452392578
1.028608,10.0001220703125
1.02961152,9.9998836517334
1.03061504,9.99993801116943
1.03161856,9.99991321563721
1.03262208,9.99994564056396
1.0336256,10.0000114440918
1.03462912,9.99996471405029
1.03563264,10.0000514984131
1.03663616,9.99982452392578
1.03763968,10
1.0386432,9.99996662139893
1.03964672,9.99984550476074
1.04065024,9.99999904632568
1.04165376,10.0000286102295
1.04265728,9.99983406066895
1.0436608,9.99991512298584
1.04466432,9.99988460540771
1.04566784,10.0000343322754
1.04667136,10.000072479248
1.04767488,10.000096321106
1.0486784,9.99992847442627
1.04968192,9.99983501434326
1.05068544,10.0000381469727
1.05168896,10.0000495910645
1.05269248,9.99991989135742
1.053696,9.99998950958252
1.05469952,10.0000314712524
1.05570304,10.0000867843628
1.05670656,9.99996852874756
1.05771008,9.99987030029297
1.0587136,10.0000820159912
1.05971712,10.0000219345093
1.06072064,9.99997520446777
1.06172416,10.0000333786011
1.06272768,10.0000600814819
1.0637312,9.99995994567871
1.06473472,10.0000667572021
1.06573824,9.99996852874756
1.06674176,9.99987030029297
1.06774528,9.99981594085693
1.0687488,10.000072479248
1.06975232,10.0000534057617
1.07075584,10.0000133514404
1.07175936,10.0000305175781
1.07276288,9.99985313415527
1.0737664,9.99980545043945
1.07476992,10.0000114440918
1.07577344,9.99982357025146
1.07677696,9.99985599517822
1.07778048,9.99990844726563
1.078784,9.99995803833008
1.07978752,9.99989700317383
1.08079104,9.9998197555542
1.08179456,10.0000514984131
1.08279808,10.0001173019409
1.0838016,9.99988269805908
1.08480512,9.99978923797607
1.08580864,9.99987697601318
1.08681216,9.99995040893555
1.08781568,10.0001735687256
1.0888192,10.0000791549683
1.08982272,9.99993228912354
1.09082624,9.99984836578369
1.09182976,9.99990367889404
1.09283328,10.0000028610229
1.0938368,9.99991512298584
1.09484032,9.99987506866455
1.09584384,9.99985408782959
1.09684736,10.0000772476196
1.09785088,10.0000066757202
1.0988544,9.99997901916504
1.09985792,9.99985885620117
1.10086144,9.9999532699585
1.10186496,10.0000114440918
1.10286848,9.99993228912354
1.103872,9.99991321563721
1.10487552,9.99988842010498
1.10587904,9.99999046325684
1.10688256,10.0000791549683
1.10788608,10.0000534057617
1.1088896,9.99993896484375
1.10989312,10.0000028610229
1.11089664,9.99995803833008
1.11190016,10.0000677108765
1.11290368,10.0000886917114
1.1139072,9.99982357025146
1.11491072,9.99989986419678
1.11591424,10.0001134872437
1.11691776,9.99979877471924
1.11792128,9.99979019165039
1.1189248,9.99982166290283
1.11992832,9.99993801116943
1.12093184,10.0000476837158
1.12193536,9.99992370605469
1.12293888,9.99997329711914
1.1239424,9.99978351593018
1.12494592,9.99999713897705
1.12594944,10.0000686645508
1.12695296,9.99981117248535
1.12795648,9.99990844726563
1.12896,10.0001621246338
1.12996352,10.0000066757202
1.13096704,9.99990177154541
1.13197056,9.99993991851807
1.13297408,9.99993801116943
1.1339776,10.000075340271
1.13498112,10.0000371932983
1.13598464,9.99984455108643
1.13698816,10.0000133514404
1.13799168,10.0000400543213
1.1389952,10.0000295639038
1.13999872,9.99993896484375
1.14100224,9.99995422363281
1.14200576,9.99984264373779
1.14300928,9.99996185302734
1.1440128,9.99991798400879
1.14501632,9.99997520446777
1.14601984,9.99997329711914
1.14702336,9.99989223480225
1.14802688,9.99987030029297
1.1490304,9.9998664855957
1.15003392,9.99993896484375
1.15103744,10.0000352859497
1.15204096,9.99992942810059
1.15304448,10.0000133514404
1.154048,10.0000257492065
1.15505152,10.0000667572021
1.15605504,9.9997730255127
1.15705856,9.99983501434326
1.15806208,9.99996662139893
1.1590656,9.99981784820557
1.16006912,9.99984169006348
1.16107264,9.99991798400879
1.16207616,9.99995803833008
1.16307968,9.99993133544922
1.1640832,9.99990749359131
1.16508672,10.0000095367432
1.16609024,10.0001153945923
1.16709376,10.0000114440918
1.16809728,10.0000371932983
1.1691008,9.99979305267334
1.17010432,10.0000743865967
1.17110784,9.99996852874756
1.17211136,10.0000839233398
1.17311488,10.0001382827759
1.1741184,9.99997425079346
1.17512192,10.0000925064087
1.17612544,9.99992179870605
1.17712896,10.0000085830688
1.17813248,10.0000133514404
1.179136,10.0000085830688
1.18013952,10.0000114440918
1.18114304,10.0001211166382
1.18214656,9.9999303817749
1.18315008,10.0000638961792
1.1841536,9.99999904632568
1.18515712,9.99992656707764
1.18616064,10.0000734329224
1.18716416,9.99999713897705
1.18816768,9.99990272521973
1.1891712,10.0000495910645
1.19017472,10.0000734329224
1.19117824,10.000168800354
1.19218176,9.99985027313232
1.19318528,9.99995803833008
1.1941888,9.99989795684814
1.19519232,10.0000152587891
1.19619584,9.99999332427979
1.19719936,9.9999532699585
1.19820288,9.99999809265137
1.1992064,9.99995422363281
1.20020992,9.99977874755859
1.20121344,10.0000133514404
1.20221696,10.0000257492065
1.20322048,10.0000810623169
1.204224,10.0001983642578
1.20522752,9.99996662139893
1.20623104,9.99998950958252
1.20723456,9.9999361038208
1.20823808,10.0001211166382
1.2092416,10.0000114440918
1.21024512,9.99976253509521
1.21124864,9.99992179870605
1.21225216,10.000057220459
1.21325568,9.99997043609619
1.2142592,9.99995994567871
1.21526272,9.99989223480225
1.21626624,9.99993515014648
1.21726976,10.0001401901245
1.21827328,10.0000705718994
1.2192768,9.99989795684814
1.22028032,9.99984645843506
1.22128384,10.0001316070557
1.22228736,10.0000228881836
1.22329088,10.0000448226929
1.2242944,9.99996662139893
1.22529792,9.99997711181641
1.22630144,10.0000562667847
1.22730496,10.0001106262207
1.22830848,10.0001573562622
1.229312,9.99984264373779
1.23031552,10.0000047683716
1.23131904,9.9999942779541
1.23232256,10.000054359436
1.23332608,9.99989223480225
1.2343296,9.99998474121094
1.23533312,10.0000114440918
1.23633664,9.99993991851807
1.23734016,9.99999523162842
1.23834368,9.99987697601318
1.2393472,10.0000085830688
1.24035072,10.0001020431519
1.24135424,9.99994373321533
1.24235776,9.99983501434326
1.24336128,9.99991512298584
1.2443648,10.0000133514404
1.24536832,9.99996185302734
1.24637184,9.99997711181641
1.24737536,9.99993419647217
1.24837888,9.99995422363281
1.2493824,9.99995994567871
1.25038592,10.0000495910645
1.25138944,9.9999303817749
1.25239296,9.99985027313232
1.25339648,10.0000600814819
1.2544,9.9999361038208
1.25540352,9.99996662139893
1.25640704,9.99985694885254
1.25741056,9.99995422363281
1.25841408,10.0000257492065
1.2594176,9.99999237060547
1.26042112,9.99997711181641
1.26142464,9.99990844726563
1.26242816,9.99988651275635
1.26343168,9.99996185302734
1.2644352,9.99999713897705
1.26543872,10.0000028610229
1.26644224,10.000020980835
1.26744576,9.99996185302734
1.26844928,9.99986839294434
1.2694528,9.99995517730713
1.27045632,9.99990940093994
1.27145984,10.0000743865967
1.27246336,9.99999141693115
1.27346688,9.99991130828857
1.2744704,9.99990749359131
1.27547392,9.99991607666016
1.27647744,9.99994850158691
1.27748096,9.9999532699585
1.27848448,9.99993228912354
1.279488,9.9998664855957
1.28049152,9.99997425079346
1.28149504,10.0000915527344
1.28249856,10.000054359436
1.28350208,9.99989414215088
1.2845056,10.0000171661377
1.28550912,9.99992370605469
1.28651264,10.0000228881836
1.28751616,9.9999475479126
1.28851968,9.9998607635498
1.2895232,9.99989795684814
1.29052672,9.99981498718262
1.29153024,10.0002040863037
1.29253376,10.0000820159912
1.29353728,10.000096321106
1.2945408,9.99985408782959
1.29554432,10.0000419616699
1.29654784,10.0000066757202
1.29755136,10.0000457763672
1.29855488,10.0001001358032
1.2995584,10.0000076293945
1.30056192,10.0001010894775
1.30156544,10.0000238418579
1.30256896,9.99994468688965
1.30357248,9.99993801116943
1.304576,10.0001134872437
1.30557952,10.0001449584961
1.30658304,10.0000486373901
1.30758656,9.99994850158691
1.30859008,10.0000782012939
1.3095936,9.99996185302734
1.31059712,10.0000495910645
1.31160064,10.0000514984131
1.31260416,9.99979305267334
1.31360768,10.0000228881836
1.3146112,10.000054359436
1.31561472,9.99991130828857
1.31661824,9.99990844726563
1.31762176,9.99994945526123
1.31862528,10.0000619888306
1.3196288,9.99995040893555
1.32063232,9.99991512298584
1.32163584,10.0001106262207
1.32263936,10.0000419616699
1.32364288,10.0000705718994
1.3246464,10.0000600814819
1.32564992,10.0000772476196
1.32665344,10.0001087188721
1.32765696,9.99982833862305
1.32866048,10.0000238418579
1.329664,10.0000476837158
1.33066752,10.0000886917114
1.33167104,10.0000782012939
1.33267456,10.0001068115234
1.33367808,10.0000400543213
1.3346816,9.99993133544922
1.33568512,10.0000534057617
1.33668864,9.99995803833008
1.33769216,9.99997711181641
1.33869568,10.0000066757202
1.3396992,9.99987888336182
1.34070272,10.0001230239868
1.34170624,10.0000810623169
1.34270976,10.0001049041748
1.34371328,9.99976348876953
1.3447168,9.9998607635498
1.34572032,10.0001516342163
1.34672384,9.99991607666016
1.34772736,10.0000982284546
1.34873088,10.0000667572021
1.3497344,10.0000257492065
1.35073792,10.0000810623169
1.35174144,9.99998760223389
1.35274496,9.99999332427979
1.35374848,10.0000410079956
1.354752,9.99993991851807
1.35575552,10.0000925064087
1.35675904,10.0000925064087
1.35776256,9.99998092651367
1.35876608,10.0000772476196
1.3597696,10.0002174377441
1.36077312,10.0000810623169
1.36177664,10.0000095367432
1.36278016,9.99990367889404
